name,team,age,position,apps,minutesPlayed,assistTotal,keyPassPerGame,totalPassesPerGame,passSuccess,accurateCrossesPerGame,accurateLongPassPerGame,accurateThroughBallPerGame,rating
Philip Billing,"Bournemouth,",26,", M(C)",13(2),1143,1,0.6,24.7,77,0.1,0.5,0,6.92
Jordi Masip,"Real Valladolid,",33,", GK",9,810,0,0,31.4,64.3,0,5.4,0,6.92
Guglielmo Vicario,"Empoli,",26,", GK",15,1350,0,0,35.3,66.8,0,5.8,0,6.92
Wojciech Szczesny,"Juventus,",32,", GK",9,763,0,0,24.3,67.1,0,5.4,0,6.92
Youssouf Fofana,"Monaco,",23,", DMC",14,1166,0,0.7,41,81.7,0,2.2,0.3,6.92
Youcef Atal,"Nice,",26,", D(R),M(R)",7(5),623,0,0.8,26.3,83.5,0.7,1.3,0,6.92
Christoph Baumgartner,"Hoffenheim,",23,", AM(CLR),FW",15,1157,2,0.7,27.1,72,0.3,1.1,0,6.92
Bremer,"Juventus,",25,", D(C)",13,1127,0,0.2,60.4,91,0,3.2,0,6.92
Filip Kostic,"Juventus,",30,", M(LR),FW",13(2),1072,5,2.1,26,80.5,1.7,1.1,0,6.91
Raphinha,"Barcelona,",25,", AM(LR),FW",6(7),570,2,1.5,23.8,79.4,1.1,1.3,0.2,6.91
Joachim Andersen,"Crystal Palace,",26,", D(C)",13,1170,0,0.3,66.5,81,0,6.6,0,6.91
Pascal Groß,"Brighton,",31,", M(CR),FW",14,1197,2,1.9,36.9,77.5,1.2,1.6,0.1,6.91
Cristiano Biraghi,"Fiorentina,",30,", D(L),M(L)",13(1),1143,2,2.9,48.4,78.3,3.4,2.6,0,6.91
Éder Militão,"Real Madrid,",24,", D(CR)",10(2),912,0,0.3,46.3,88.3,0,2.7,0,6.91
Solly March,"Brighton,",28,", M(CLR)",14,1219,2,1.2,34.3,76.7,0.9,2.2,0,6.91
Moisés Caicedo,"Brighton,",21,", DMC",14,1248,0,1.1,53.9,87.3,0.3,2.2,0.1,6.91
Rominigue Kouamé,"Troyes,",25,", M(C)",14,1238,1,0.9,45.9,88.3,0.1,2.1,0.1,6.91
Tomás Soucek,"West Ham,",27,", DMC",15,1309,1,0.5,35.1,76.9,0.1,2.2,0,6.91
Mory Diaw,"Clermont Foot,",29,", GK",15,1350,0,0.1,30.3,62.3,0,7.9,0,6.9
Lucas Tousart,"Hertha Berlin,",25,", DMC",14,1248,0,0.4,25.9,65.6,0.1,1,0,6.9
Moses Simon,"Nantes,",27,", M(CLR),FW",13,1103,2,2.2,19.9,74.1,1.2,0.5,0.1,6.9
Marc-André ter Stegen,"Barcelona,",30,", GK",14,1260,0,0.1,32.7,83.8,0,6.6,0,6.9
Timo Werner,"RBL,",26,", AM(CLR),FW",7(2),649,1,0.4,20.7,74.7,0,0.8,0,6.9
Giorgos Kyriakopoulos,"Sassuolo,",26,", D(L),M(L)",9(2),728,1,1.3,26.7,81.6,1.2,2.1,0,6.9
Éric Ebimbe,"Eintracht Frankfurt,",22,", M(CR)",7(3),711,1,0.8,26.8,72,0.1,0.4,0,6.9
Nicolas Pépé,"Nice,",27,", AM(LR),FW",10(2),922,0,1.3,30.8,83,0.8,0.7,0.1,6.9
Borna Sosa,"Stuttgart,",24,", D(L),M(L)",10(2),880,5,2.4,35.8,79.8,3.1,1.6,0,6.9
David Raya,"Brentford,",27,", GK",15,1350,0,0.1,38.1,63.2,0,10.4,0,6.89
Adrien Truffert,"Rennes,",21,", D(L),M(L)",13(2),1117,4,0.5,41.4,80.4,0.3,0.9,0,6.89
Marc Oliver Kempf,"Hertha Berlin,",27,", D(C)",15,1296,0,0.1,41.8,77.7,0,2.3,0,6.89
Federico Dimarco,"Inter,",25,", D(CL),M(L)",13(2),1052,0,1.7,33.9,78.1,2.3,3.2,0,6.89
Chris Smalling,"Roma,",33,", D(CR)",14(1),1322,0,0.1,38.9,88.2,0,1.9,0,6.89
Álvaro García,"Rayo Vallecano,",30,", AM(L)",13,1103,1,1,21.5,72.8,0.8,0.4,0,6.89
Sergio Busquets,"Barcelona,",34,", DMC",11(1),910,1,0.6,57.2,89.1,0.1,3.6,0.3,6.89
Jackson Porozo,"Troyes,",22,", D(C)",11,959,0,0.1,33.3,82,0,1.1,0,6.88
Mark Flekken,"Freiburg,",29,", GK",15,1350,0,0.1,38.3,71.6,0,9.8,0,6.88
Iker Muniain,"Athletic Bilbao,",29,", AM(CLR)",10(1),793,1,1.8,43.1,87.8,1.1,1.2,0.2,6.88
Emiliano Martínez,"Aston Villa,",30,", GK",15,1295,0,0.1,29,68.7,0,6.1,0.1,6.88
Raphaël Guerreiro,"Borussia Dortmund,",28,", D(L),M(CL)",12,1035,2,1.2,54,85.3,0.6,1.5,0.1,6.88
Hirving Lozano,"Napoli,",27,", AM(LR),FW",8(6),723,3,1.2,14.9,77.5,0.6,0.1,0,6.88
Rasmus Kristensen,"Leeds,",25,", D(R),M(R)",12,1051,1,0.6,40.6,67.6,0.5,1.1,0,6.88
Ionut Radu,"Cremonese,",25,", GK",9,810,0,0.2,33.1,63.1,0,5.6,0,6.88
Alexis Sánchez,"Marseille,",33,", M(CLR),FW",10(2),862,0,1.6,26.7,81.6,0.1,1.2,0.1,6.88
Youssoufa Moukoko,"Borussia Dortmund,",18,", FW",8(6),767,3,0.5,9.4,71.2,0,0.1,0.1,6.88
Ben White,"Arsenal,",25,", D(CR),DMC",14,1157,2,0.8,54,86.4,0.4,1.8,0.1,6.88
Przemyslaw Frankowski,"Lens,",27,", M(CLR)",11(4),1009,2,1.5,34,82.7,1.4,1.5,0,6.88
Borja Iglesias,"Real Betis,",29,", FW",12(1),965,2,0.7,16.2,73.5,0,0.3,0.2,6.87
Reinildo,"Atletico,",28,", D(CL),M(L)",14,1239,0,0.5,48.6,86.9,0.3,1.3,0,6.87
Paul Joly,"Auxerre,",22,", D(R)",10,867,0,0.7,53.4,81.1,0.8,5.4,0,6.87
Copete,"Mallorca,",23,", D(C)",12,1001,0,0.1,32.3,80.7,0,3.1,0,6.87
David da Costa,"Lens,",21,", AM(CL)",13(2),996,3,1.4,30.6,84.3,0.2,0.7,0,6.87
Roberto Pereyra,"Udinese,",31,", M(CLR),FW",15,1297,5,1.5,36.3,83.5,0.5,1.4,0,6.87
Merih Demiral,"Atalanta,",24,", D(C)",12(1),1074,0,0.2,30.5,83.1,0,2.2,0,6.87
Mikel Vesga,"Athletic Bilbao,",29,", DMC",10(3),924,2,1,44.1,82,0.2,3.1,0,6.87
Olivier Giroud,"AC Milan,",36,", FW",9(4),769,3,0.8,13.6,63.3,0,0,0,6.87
Mohamed Camara,"Monaco,",22,", DMC",9(2),802,0,0.7,38.7,90.1,0.1,2.5,0.1,6.87
Aarón Martín,"Mainz,",25,", D(L),M(L)",15,1246,2,1.3,29.9,83.5,1.8,1.6,0,6.86
